220 CXOU J132521.2-425413 420.9 13 25 21.3 -42 54 13.7  113   98.8 10.6 4.82E+37          
221 CXOU J132606.3-430112 424.8 13 26 06.4 -43 01 12.3   35   19.7  5.9 5.82E+36          
222 CXOU J132545.4-425451 424.9 13 25 45.4 -42 54 51.4  119   80.3 10.9 1.69E+37          
223 CXOU J132533.2-430810 426.3 13 25 33.2 -43 08 10.6   38   28.1  6.2 1.25E+37          
224 CXOU J132522.7-430822 436.7 13 25 22.7 -43 08 22.2   20   13.3  4.5 6.24E+36          
225 CXOU J132501.0-430643 443.8 13 25 01.1 -43 06 43.8  971  853.  31.2 1.16E+38          
226 CXOU J132511.1-430755 445.1 13 25 11.2 -43 07 55.9  144  101.4 12.  1.48E+37          
227 CXOU J132506.8-430736 449.7 13 25 06.8 -43 07 36.5   86   43.1  9.3 6.10E+36          
228 CXOU J132601.2-430528 450.3 13 26 01.2 -43 05 28.0  949  919.9 30.8 4.14E+38          
229 CXOU J132544.1-430804 453.4 13 25 44.1 -43 08 04.5  146  135.7 12.1 6.92E+37          
230 CXOU J132540.4-430820 453.7 13 25 40.5 -43 08 20.1   18   11.   4.2 5.37E+36          
231 CXOU J132550.3-425441 460.3 13 25 50.3 -42 54 41.9   82   34.4  9.1 4.82E+36          
232 CXOU J132459.0-430648 462.6 13 24 59.0 -43 06 48.9   74   34.9  8.6 4.96E+36          
233 CXOU J132450.4-430452 464.9 13 24 50.4 -43 04 52.3  106   55.9 10.3 7.67E+36          
234 CXOU J132557.5-425531 470.6 13 25 57.5 -42 55 31.5   73   38.2  8.5 5.28E+36          
235 CXOU J132504.0-425431 474.2 13 25 04.  -42 54 31.5  107   44.1 10.3 6.57E+36          
236 CXOU J132609.9-430310 479.6 13 26 09.9 -43 03 10.5   32   17.3  5.7 4.32E+36          
237 CXOU J132557.5-430659 479.6 13 25 57.5 -43 06 59.2   23   16.7  4.8 8.07E+36          
238 CXOU J132513.9-425331 481.3 13 25 13.9 -42 53 31.5  344  283.6 18.5 4.18E+37          
239 CXOU J132548.1-430817 483.9 13 25 48.1 -43 08 17.2   43   29.7  6.6 1.35E+37          
240 CXOU J132511.3-430843 488.6 13 25 11.3 -43 08 43.5   51   34.2  7.1 1.11E+37          
241 CXOU J132542.0-425323 491.9 13 25 42.0 -42 53 23.1   26   16.6  5.1 8.55E+36          
242 CXOU J132510.3-425333 493.4 13 25 10.4 -42 53 33.2  415  334.4 20.4 4.92E+37          
243 CXOU J132611.8-430242 494.0 13 26 11.9 -43 02 42.9  280  247.  16.7 6.45E+37          
244 CXOU J132535.1-425301 494.1 13 25 35.2 -42 53 01.7  246  233.2 15.7 1.04E+38          
245 CXOU J132546.7-425340 495.2 13 25 46.7 -42 53 40.1  209  118.5 14.5 1.64E+37          
246 CXOU J132502.9-425413 496.3 13 25 02.9 -42 54 13.2  307  211.7 17.5 3.10E+37          
